,utterance,find_train,book_train,NONE
19912,"Great, thanks. Can you also help me find an upscale place to stay that offers free wifi?",0,0,1
19913,I don't have an area preference but I would like a guesthouse.,0,0,1
19914,Yes that will be fine. Could you recommend a nice hotel?,0,0,1
19915,Are there any moderately priced guesthouses with wifi and free parking?,1,0,0
19916,"And this is a guesthouse, correct? If so, I would love the postcode and address please.",0,0,1
19917,"Yes please, just one person staying one night.",0,0,1
19918,"Not yet, just needed the info given, thanks.",0,0,1
19919,"Thank you so much, bye.",0,0,1
19920,i'm looking for a train leaving on thursday and arriving by 11:45,1,0,0
19921,Can you look up trains departing from Broxbourne instead?,1,0,0
19922,Great! Can you book 2 seats for me on that one?,0,1,0
19923,I need to book a room in a guesthouse that has free parking.,0,0,1
19924,Not really but I do need a 4 star rating.,0,0,1
19925,"WiFi is not necessary, but I would like free parking. I'm looking for mid range pricing.",0,0,1
19926,"Sounds great! I'll need to book a room for 2 people, for 2 nights starting Thursday.",0,1,0
19927,Thats everything thanks,0,0,1
19928,What cheap restaurants are there in the west of Cambridge?,1,0,0
19929,"No, nothing specific.",0,0,1
19930,"I'd like to book a table for 5 on Monday at 15:45, so if one of them can fit us in at that time I'd like to book it.",0,0,1
19931,How about 14:45?,0,0,1
19932,Thanks so much. I will also need a train leaving Cambridge on Tuesday going to London Liverpool Street no later than 16:30.,1,0,0
19933,Yes I'd like to book 5 tickets. And can I get the reference number?,0,1,0
19934,That is everything I needed. Thank you!,0,0,1
19935,I'm looking for a train leaving stansted airport on tuesday.,1,0,0
19936,I am going to Cambridge and i plan to depart from stansted airport and i need a train schedule from stansted airport that will get to Cambridge by 13:30 Tuesday.,1,0,0
19937,Not yet but I do need a price and travel time.,1,0,0
19938,Thank you! I'm also looking for a hotel named the Allenbell. Can you help me with that?,0,0,1
19939,"Thanks so much, Can you book it for 1 person for 4 nights starting from the same day?",0,0,1
19940,No. That is all. Thanks.,0,0,1
19941,I am looking to visit a museum in Cambridge.,1,0,0
19942,How about in the centre of town? Whats available there?,0,0,1
19943,"No, anything that you would recommend would be great. I just need a phone number that I can call.",0,0,1
19944,Thank you. I'm also looking for a train from london kings cross to cambridge on wednesday to arrive by 8:15. Is there anything available then?,1,0,0
19945,That sounds great. Please book for 5 people.,0,1,0
19946,No. thank you for making the train reservations,0,1,0
19947,"Thank you, have a nice day as well.",0,0,1
19948,I need a train to stevenage on saturday.,1,0,0
19949,"Much later, I can't leave any earlier than 16:15.",1,0,0
19950,Ok can you book it for me with a confirm number,0,1,0
19951,"Great, can you help me find an expensive 2 star hotel that has free wifi?",0,0,1
19952,That sounds great. Can you book a room for me?,0,0,1
19953,I will get there thursday and stay for 2 nights. I am the only guest staying.,0,0,1
19954,"Yes please, for 1 person, 2 nights starting Thursday.",0,0,1
19955,Is a 1 night stay available?,0,0,1
19956,I need the reference number to confirm my booking at the hotel. You should've provided that to me.,0,0,1
19957,That will be all. Thanks.,0,0,1
19958,Can you help me find a train going to cambridge leaving on saturday?,1,0,0
19959,I will be leaving from Ely.,1,0,0
19960,I would like to leave after 15:30.,1,0,0
19961,That sounds perfect. Can you also help me to find a 2 star hotel?,0,0,1
19962,I would like it to be in the moderate range in price.,0,0,1
19963,I would prefer Ashley hotel.,0,0,1
19964,Yes please book it for 8 people for 5 nights,0,0,1
19965,That is all I needed.,0,0,1
19966,I need a train for London Kings Cross to Cambridge.,1,0,0
19967,I want to leave Saturday after 10:45.,1,0,0
19968,"yeah, i need seven tickets.",0,1,0
19969,Can you find a place to in the centre?,0,0,1
19970,"Yes, I'd like to know the address, please.",0,0,1
19971,"Alright that helped, thanks for your time. That's alls I needed to know.",0,0,1
19972,I am looking for information in Cambridge,1,0,0
19973,I'll be leaving from Ely on Tuesday after 17:45. Are there any trains available then?,1,0,0
19974,Yes that works. What is the arrival time and price please?,1,0,0
19975,Thanks! I'm also looking for a 4-star accommodation with free wifi.,0,0,1
19976,"Well, price should be in the moderate but i do want a 4 star hotel.",1,0,0
19977,"that's fine, can you book one?",0,0,1
19978,"Yeah, that will be fine. It will need to be on the same day for 3 nights and 3 people.",0,0,1
19979,That was all I needed.,0,0,1
19980,I'm looking for a train that goes to Cambridge on sunday.,1,0,0
19981,"I'll be traveling from Norwich, and I'd really like to arrive in Cambridge by 14:00 so I can be on time for my appointment.",1,0,0
19982,That train would be find I need to get the train ID and price please.,1,0,0
19983,I'm also looking for a place to stay.,0,0,1
19984,yes and I need a confirmation number,0,0,1
19985,"3 nights for 2 people,can you book it for me ?",0,0,1
19986,Tuesday of next week in the pm,0,0,1
19987,"No, that's all today. thank you.",0,0,1
19988,"Hello, I'm looking for some cheap restaurant recommendations.",0,0,1
19989,Is this located in the south? I would like Portuguese food please.,0,0,1
19990,Yes please for 2 people at 18:30 on a Wednesday.,1,0,0
19991,Great! Thank you for all your help.,0,0,1
19992,"Yes, I'd also like information about a train. I will be travelling on Wednesday.",1,0,0
19993,I'm traveling from norwich.,1,0,0
19994,I'm headed to cambridge and need to arrive by 11:00.,1,0,0
19995,Ok. Thanks. That is all.,0,0,1
19996,Can you help me find a train leaving Tuesday from Norwich? Thanks.,1,0,0
19997,I want to leave after 20:15.,1,0,0
19998,I would like to making a booking for one please.,0,1,0
19999,Can you help with info on places to stay?,0,0,1
20000,I would like a really nice place because I'm celebrating my 10 year anniversary. Something cozy and romantic.,0,0,1
20001,Price is no concern for me. I need it booked for 1 person for 4 nights starting on Tuesday please.,0,1,0
20002,I don't need a specific area. What do you recommend?,0,0,1
20003,Does it have free wifi?,0,0,1
20004,"Yes please. I'm celebrating my anniversary with myself, so I need a room for 1 starting Tuesday for 4 nights.",0,1,0
20005,Hi I'm looking for a train for Tuesday.,1,0,0
20006,I need to depart after 19:15. Can you please provide me with a price?,1,0,0
20007,"Yes please book this train for me, Thank you.",1,0,0
20008,I am not ready to book the train yet. Thanks for the help.,1,0,0
20009,"No thanks, that is all I needed.",0,0,1
20010,"Yeah, what can you tell me about Archway House?",0,0,1
20011,I need to book a stay for 5 nights for 6 people there.,0,0,1
20012,I would like to travel on Friday.,1,0,0
20013,Thanks! I would also like to book a train that goes to cambridge after 10:15 and leaves from birmingham new street on friday,1,0,0
20014,Before booking I need to make sure that train meets my needs. May I please get the arrival time of that train and the price?,1,0,0
20015,"Okay, thanks so much...that's all I need! Have a great day!",0,0,1
20016,"Hi, I am hoping to find a 4 star hotel room. Can you recommend one for me?",0,0,1
20017,Don't care. but I'd like a place that's Moderately priced and offers free WiFi.,0,0,1
20018,"Great, let's book that one. Please send me the address, postcode and reference number.",0,0,1
20019,5 people starting on Sunday.,0,0,1
20020,"5 nights, please.",0,0,1
20021,Yes I also need a train that leavers after 12:00 going to ely.,1,0,0
20022,East London. Thanks,1,0,0
20023,Sure. Please book five tickets for me and reply with the reference number.,0,1,0
20024,"That is all I need, good bye.",0,0,1
20025,I need a train on Monday.,1,0,0
20026,I would like to arrive by 8:30 in Cambridge.,1,0,0
20027,"Oh, sorry. Departing from Broxbourne.",1,0,0
20028,Is the travel time and price the same for both of them?,1,0,0
20029,"Okay... I'll keep that in mind. Oh, I also need to find a restaurant, preferably in the east area and serving Indian food.",0,0,1
20030,"No preference on price, please recommend any indian restaurant in the east part of town.",1,0,0
20031,"Yes please, for 3 people at 17:30.",0,0,1
20032,"Same day, Monday.",1,0,0
20033,"Perfect, that's all I needed. Thanks for your help.Have a great day.",0,0,1
20034,I'm looking for a train that departs from peterborough and arrives by 19:30,1,0,0
20035,I am going to Cambridge on Sunday.,1,0,0
20036,Sure would. What time does it depart and how much does it cost?,0,1,0
20037,Is there a train that leaves to london liverpool street on friday? Thankyou.,1,0,0
20038,Can you help me find a train to london liverpool street?,1,0,0
20039,That works. I just need one ticket.,0,1,0
20040,"Yes I need to find a guesthouse that has a 4 star rating, I hate dirty hotels, don't you?",0,0,1
20041,I am interested in staying in the south.,0,0,1
20042,I have no preference. I need to book a room for 2 nights starting wednesday.,0,0,1
20043,"Yes, please and let me know if the booking is successful.",0,0,1
20044,Just 1 will be staying there. I do need the reference number.,0,0,1
20045,Ok thank you that is all I needed.,0,0,1
20046,I need to take a train from bishops stanford on Friday. Can I book one here?,1,0,0
20047,I want to arrive in Bishops Stanford by 09:45.,1,0,0
20048,"Yes. I need to book a reservation for 8 people, and will need the reference number",0,1,0
20049,Please book the one for 07:29.,0,1,0
20050,"Yes, please. And after that I'd like some help finding a boat attraction.",0,0,1
20051,I want to go boating on the east side.,0,0,1
20052,Both please. Also I still need the restaurant reference number.,0,1,0
20053,I also need information on a boat attraction on the east,0,0,1
20054,"Yes, the phone number would be great.",0,0,1
20055,What is the entrance fee please?,0,0,1
20056,"No, thank you so much for your time.",0,0,1
20057,I need a place for a modern european food. Moderate range ought to do it. Thank you.,0,0,1
20058,"Yes, I need to reserve a table for 5 at 11:45 on Wednesday can you help me with that?",0,0,1
20059,Thank you. I also need a train to go to London Kings Cross on Saturday.,1,0,0
20060,I want the train to arrive by 10:15. Just choose the first train on your list and book it for 5 people. Then send me a reference number to confirm,1,0,0
20061,Yes it's from cambridge. Please make the booking and give me the reference number.,0,1,0
20062,No that's all I needed for today. Thanks.,0,0,1
20063,I am looking for Williams art and antiques.,0,0,1
20064,"I need the area and postcode, please.",0,0,1
20065,Can I also get a train to broxbourne on friday?,1,0,0
20066,I need to depart from Cambridge after 16:00.,1,0,0
20067,Yeah I think that'll work. Can you book me 6 seats on that one please?,0,1,0
20068,"Great! Thanks, that is all for now. Have a great day!",0,0,1
20069,No thank you that takes care of it goodbye,0,0,1
20070,I am looking for a restaurant in the centre of town.,0,0,1
